Image Name,Gabor Features
12022S00N-E11@10.jpg,"[254.1434394409938, 9.541055230391242, 254.84610345496895, 3.555607347506004, 254.92447107919256, 2.234851733061418, 254.9405570652174, 1.9360929874719268, 254.94424495341616, 1.8601500120493015, 254.21052503881987, 9.22633455267614, 254.8226902173913, 4.042789079228336, 254.89363354037266, 2.962087733065675, 254.9070991847826, 2.7094397450414363, 254.91047166149067, 2.6440801338544015, 254.3228600543478, 8.606936454703643, 254.82419448757764, 4.035989447759128, 254.88669448757764, 3.1861899910380975, 254.8982434006211, 3.017326843037171, 254.90105784161491, 2.977376987499503, 254.22384510869566, 8.88986049874737, 254.83074534161491, 3.8066670820625252, 254.90292604813664, 2.7542255047088804, 254.918575310559, 2.5194253981254584, 254.92216614906832, 2.4626199495400725, 254.1008346273292, 9.501377662561731, 254.84969429347825, 3.3649488594293047, 254.92869274068323, 2.1031913645869413, 254.94480298913044, 1.8108288156582872, 254.94846661490683, 1.7469093096975001, 254.24534161490683, 8.615519231156627, 254.8812354425466, 2.8218213695579912, 254.94980104813664, 1.7590241096521133, 254.96132569875778, 1.561158998802312, 254.96365489130434, 1.514243603737191, 254.41010772515529, 7.425665118590885, 254.9061286878882, 2.5349355017812547, 254.95402270962734, 1.7582427952273103, 254.96144701086956, 1.6142572165328817, 254.9630725931677, 1.581229335468179, 254.30551242236024, 8.178341072813106, 254.89132861024845, 2.8800264124122754, 254.94480298913044, 1.9157162169387192, 254.954338121118, 1.698842319268101, 254.9565945263975, 1.6457507190176337]"
12022S00N-G11@9.jpg,"[253.6885918090062, 9.321631319611837, 254.95773486024845, 1.3068810339291672, 254.99551145186336, 0.38584755922575137, 254.9975009704969, 0.2863153506307723, 254.9977435947205, 0.26437652591538907, 253.9248107531056, 8.184161089200513, 254.9622719332298, 1.4136158269953765, 254.98799010093168, 0.6823290698257972, 254.99179930124222, 0.5229410083645435, 254.99269701086956, 0.48218459605501923, 254.147224378882, 7.095043409032226, 254.96962344720498, 1.228206450445554, 254.98910617236024, 0.6298744057873278, 254.99223602484471, 0.5188955664568218, 254.99293963509317, 0.49249376892251795, 253.8820846273292, 8.50944985771918, 254.96933229813664, 1.0900056362668389, 254.99502620341616, 0.31975204705519816, 254.9976708074534, 0.18638230517395346, 254.99820458074535, 0.1555977955667366, 253.62868788819875, 9.612970218148424, 254.96833753881987, 1.0454036544147998, 254.9976222826087, 0.17413320880957098, 254.99949048913044, 0.059310974034404614, 254.99970885093168, 0.03878382934362488, 253.90901591614906, 8.050354087476707, 254.97462150621118, 1.0808209226489, 254.9926727484472, 0.6037896940280578, 254.99439538043478, 0.5384503671341105, 254.99471079192546, 0.523859280739661, 254.1812160326087, 6.6631852074080316, 254.97348117236024, 1.2203789969474852, 254.98680124223603, 0.8983251415129343, 254.98828125, 0.8745470744875377, 254.9885238742236, 0.874467059756556, 253.9303668478261, 8.068875904794638, 254.96891983695653, 1.2349952134287396, 254.98995535714286, 0.6770959221251951, 254.99204192546583, 0.5787505481639037, 254.99250291149067, 0.5556362506557373]"
12022S00N-H11@9.jpg,"[251.44247379658384, 19.08991042059536, 254.4110054347826, 5.99407212331781, 254.79811238354037, 3.930987951375662, 254.83853357919256, 3.5888053039344316, 254.84641886645963, 3.5082320262957647, 251.70072302018633, 17.929374673571758, 254.48636451863354, 5.711843288077935, 254.7894992236025, 3.9883543572552163, 254.82366071428572, 3.6840419821005024, 254.83084239130434, 3.6140625084828857, 252.0003639363354, 16.7297572493973, 254.57023971273293, 5.317835410011539, 254.79379367236024, 4.033927990139868, 254.81941479037266, 3.8344872557713043, 254.8247039984472, 3.790421658689106, 251.68645671583852, 18.036575562979838, 254.50436723602485, 5.438147436596063, 254.8141498447205, 3.7284980989427705, 254.84615197981367, 3.4456229889566212, 254.85209627329192, 3.379218589621828, 251.40263489906832, 19.407472083629855, 254.39945652173913, 5.920030584970961, 254.8139072204969, 3.6870843682925796, 254.8533336568323, 3.3334019215251827, 254.8612189440994, 3.253291200983841, 251.669788431677, 18.151963653172857, 254.469356560559, 5.922681527527344, 254.77986704192546, 4.17766973788545, 254.81490197981367, 3.8636783841506417, 254.82266595496895, 3.788470069873042, 252.00002426242236, 16.78683042326184, 254.55112092391303, 5.6713375400123365, 254.77125388198758, 4.476927624927152, 254.796875, 4.303721253972023, 254.80245535714286, 4.270262461108128, 251.70052892080744, 17.873964747410447, 254.49391013198758, 5.800791050453646, 254.78712150621118, 4.211514539798229, 254.82065217391303, 3.9385266237482175, 254.82761548913044, 3.873848406478368]"
12022S00N-K11@9.jpg,"[253.2936966226708, 13.07140213685337, 254.7127814440994, 5.4864269692893135, 254.82746991459626, 4.1703003200467625, 254.8477775621118, 3.8762112300816147, 254.85246020962734, 3.8049347431997225, 253.49888392857142, 12.390075621628144, 254.68551048136646, 5.841011907232651, 254.78243885869566, 4.719752215681888, 254.80250388198758, 4.461093839991324, 254.8071865295031, 4.4007304350025445, 253.7078804347826, 11.805074525823134, 254.66377135093168, 6.096994663691781, 254.74970885093168, 5.156814025490263, 254.76560073757764, 4.974933451572705, 254.76924010093168, 4.9315930017724545, 253.54080939440993, 12.293163907147187, 254.6850009704969, 5.902891059065966, 254.783069681677, 4.747438796524274, 254.8026251940994, 4.477035942843347, 254.8072350543478, 4.4123392258938186, 253.4979376940994, 12.009290755830442, 254.74007666925465, 5.311767946816755, 254.83625291149067, 4.156511576144066, 254.85420710403727, 3.886256848999257, 254.8586471273292, 3.8182787578752198, 253.80599767080744, 10.516777067976202, 254.77353454968943, 5.0509731212157725, 254.83921292701862, 4.176547928919985, 254.85233889751552, 3.9705319046250427, 254.85551727484471, 3.915705498123209, 253.99478357919256, 9.83483541980272, 254.77006502329192, 5.1404712373068895, 254.82344235248448, 4.435479785740487, 254.83348699534162, 4.2936769119180385, 254.8358161878882, 4.258753909740341, 253.63468070652175, 11.425896291350929, 254.75271739130434, 5.267890656003652, 254.8261112189441, 4.322142819669907, 254.8399650621118, 4.09850684809389, 254.84324048913044, 4.041972675498765]"
12022S00O-I11@7.jpg,"[253.19014460403727, 14.96762716935446, 254.5208899456522, 7.507016667546211, 254.69681677018633, 6.010337849297669, 254.7302746506211, 5.678742710461245, 254.7381599378882, 5.601421905151675, 253.3896545031056, 14.056017440162325, 254.52768342391303, 7.526693589619257, 254.67192352484471, 6.319312383016964, 254.69921875, 6.053587318334835, 254.70535714285714, 5.990027655741529, 253.66129658385094, 12.568036599685897, 254.58957686335404, 7.133265341535853, 254.6839576863354, 6.322700679805135, 254.7007472826087, 6.172428191820754, 254.70460500776397, 6.136976039705217, 253.38082298136646, 13.727042348458252, 254.59993691770185, 6.973803646642286, 254.7133152173913, 5.931055534613992, 254.7351028726708, 5.699727601326579, 254.7401737189441, 5.641591559743101, 253.1212878493789, 15.0622726217672, 254.59518148291926, 6.958880243478347, 254.73240974378882, 5.683059036490318, 254.75892857142858, 5.397533103519941, 254.7651882763975, 5.325032012948924, 253.4610588121118, 13.31005621887918, 254.63594235248448, 6.660469758937446, 254.7437888198758, 5.666604271327345, 254.76416925465838, 5.448462759090069, 254.76907026397515, 5.395377941723649, 253.7870487189441, 11.70677874731314, 254.65940411490683, 6.570277325387306, 254.74116847826087, 5.77440638108483, 254.75667216614906, 5.595893173430057, 254.76048136645963, 5.554229300481175, 253.52096273291926, 13.157566341214318, 254.61153435559007, 6.943715873659215, 254.72377232142858, 5.906919343828716, 254.74568128881987, 5.6762636242755775, 254.75055803571428, 5.623491186456607]"
12022S00P-Q11@10.jpg,"[237.2095788043478, 39.46856417078064, 250.95805027173913, 21.51409380527621, 252.33212829968943, 17.715918213432516, 252.5993060947205, 16.82255014627018, 252.66214576863354, 16.60019981287436, 239.14181385869566, 37.60329074966319, 251.26188858695653, 20.71894141950888, 252.39402173913044, 17.510398617886782, 252.61573175465838, 16.76950139990263, 252.66789596273293, 16.585327319550544, 241.15974378881987, 35.44165260940732, 251.56623641304347, 19.849916770911694, 252.48680124223603, 17.231706152056038, 252.65819099378882, 16.66992845868148, 252.6978600543478, 16.5360722085152, 238.9354862189441, 37.669126721551294, 251.3357434006211, 20.298387944727377, 252.4801048136646, 17.077622162225108, 252.70230007763976, 16.346824847591705, 252.7537849378882, 16.169868879718496, 236.76271350931677, 40.03195520277974, 251.01096661490683, 21.170789436993875, 252.38795613354037, 17.27209108841193, 252.66331036490683, 16.36524082581206, 252.7291343167702, 16.138492579198758, 238.97542216614906, 37.94254212462366, 251.25519215838509, 20.86396706112038, 252.36759996118013, 17.63252662196887, 252.59110539596273, 16.888855810362763, 252.64358501552795, 16.709696359978977, 241.22639266304347, 35.60381593718767, 251.4937645574534, 20.427920640861085, 252.38858695652175, 17.826757799877186, 252.56143245341616, 17.258749449928477, 252.60146545031057, 17.127205557612246, 239.2414596273292, 37.55866238295524, 251.26188858695653, 20.957532003446293, 252.36551339285714, 17.84217013838029, 252.58152173913044, 17.120233337549347, 252.63215741459626, 16.94244354021637]"
1FI22S002-A11@10.jpg,"[254.9560607531056, 1.9920956113802595, 254.9998786878882, 0.024628151420229286, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.96358210403727, 1.7221915483155965, 254.9984714673913, 0.1851498484555016, 254.99995147515529, 0.009851260568091711, 255.0, 0.0, 255.0, 0.0, 254.96938082298138, 1.7047112185556559, 254.99720982142858, 0.30198453694802563, 254.99868982919256, 0.17105193602796473, 254.998786878882, 0.1686241007192157, 254.99873835403727, 0.1734468563456046, 254.95894798136646, 1.9370963563741257, 254.9984229425466, 0.20158638431998513, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.95875388198758, 1.7977748496190558, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9885238742236, 0.7517056787195051, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99699145962734, 0.2634036382344339, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9836956521739, 1.047598780788259, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
1FI22S002-C11@8.jpg,"[254.9657657220497, 1.7610612563693717, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.9959724378882, 0.31173553329479603, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99985442546583, 0.025115767745013555, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99936917701862, 0.12806638738519224, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99784064440993, 0.3047887012355067, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.99684588509317, 0.4413811313501625, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 254.98738354037266, 0.9798464048616932, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0, 255.0, 0.0]"
1FI22S002-G12@10.jpg,"[253.28425854037266, 10.884265555309577, 254.9116847826087, 2.2876557653279033, 254.9728503493789, 1.2027827015785075, 254.9809539984472, 1.0014068240001381, 254.98257958074535, 0.9547391717824556, 253.59086277173913, 9.74667948777722, 254.90520671583852, 2.604049057255767, 254.9544594332298, 1.8139352340936334, 254.96200504658384, 1.662787037278374, 254.96380046583852, 1.6274318155374083, 253.86874029503105, 8.695727711902029, 254.90406638198758, 2.7753834442603025, 254.93973214285714, 2.2543215412807385, 254.94485151397515, 2.1912381961752505, 254.94582201086956, 2.1816860434966787, 253.50570166925465, 10.095192614286224, 254.89821913819875, 2.761217369692711, 254.94798136645963, 1.9479498801759854, 254.95669157608697, 1.7797472716414158, 254.95853552018633, 1.7436256551148386, 253.13062888198758, 11.387256525293106, 254.89909258540374, 2.500161708971779, 254.968143439441, 1.3010646129000107, 254.9770477484472, 1.0787630849855492, 254.9791100543478, 1.0283846858223837, 253.54740877329192, 9.723658180825348, 254.92898388975155, 1.9997157203175608, 254.97377232142858, 1.097563205155647, 254.9807113742236, 0.9174441900043843, 254.98233695652175, 0.8729893339231198, 253.89773388975155, 8.340951734844484, 254.93699048913044, 1.821142680665417, 254.97505822981367, 1.1051162938835009, 254.98044448757764, 0.9863961892578185, 254.98153629658384, 0.9628804241552414, 253.60377038043478, 9.609025440017431, 254.9255871506211, 2.0255475725172554, 254.97457298136646, 1.0689922276950743, 254.98202154503105, 0.8894066591167131, 254.98350155279502, 0.8479741148033181]"
1FI22S002-Q11@10.jpg,"[242.0611413043478, 35.70487732574491, 251.51370826863354, 19.139588840840194, 252.71370341614906, 14.937784811981215, 252.97935267857142, 13.89781103346742, 253.04374514751552, 13.637564480959101, 243.96011257763976, 33.143348085967034, 251.9064440993789, 17.989637804409284, 252.87034161490683, 14.490808410060774, 253.0801387810559, 13.644202575345883, 253.13019215838509, 13.4361479069125, 245.5498107531056, 30.917552206098485, 252.1920855978261, 17.016503465638564, 252.98903338509317, 14.10085525291967, 253.1576572204969, 13.43642251871555, 253.19718070652175, 13.277289108306688, 243.82295710403727, 32.78078921630372, 252.01125776397515, 17.451116269587907, 252.9699145962733, 14.015057735010855, 253.17701863354037, 13.196055509821345, 253.22566479037266, 12.994937585384482, 241.9517905667702, 35.038030167693854, 251.69633152173913, 18.44976187516635, 252.83712635869566, 14.422526105018832, 253.08273486024845, 13.42231454011219, 253.14234763198758, 13.174291726732275, 243.5124466226708, 33.871239425526426, 251.740974378882, 18.592782017491754, 252.7261257763975, 15.148637998337577, 252.93643245341616, 14.318330653654916, 252.9871166537267, 14.1143223525344, 245.02220011645963, 32.60265779049628, 251.8018730590062, 18.545268194968955, 252.64724864130434, 15.64693518386885, 252.82106463509317, 14.999603184195315, 252.8628445263975, 14.842121445566427, 243.50985054347825, 34.504497046015175, 251.56759510869566, 19.086150612079816, 252.62478163819875, 15.459389615738896, 252.85238742236024, 14.594281727080887, 252.9080211568323, 14.376558034157213]"
1FI22S00M-A11@8.jpg,"[252.19960694875778, 11.092064305960383, 254.95974864130434, 1.7224584005070172, 254.98299204192546, 1.0117357438516146, 254.98677697981367, 0.861021234542694, 254.987674689441, 0.8229549920972353, 252.89787946428572, 9.10380682388187, 254.97139460403727, 1.3539222467578833, 254.98738354037266, 0.8128648165836923, 254.990367818323, 0.6972100850914016, 254.99107142857142, 0.6720041184923126, 253.5980929736025, 7.207069648880141, 254.97598020186336, 1.2205599555933726, 254.98837829968943, 0.7887786807463193, 254.99051339285714, 0.6992622196289779, 254.99107142857142, 0.6754971837162004, 252.90891886645963, 9.045302650247056, 254.97331133540374, 1.3197415805397927, 254.98794157608697, 0.8534531918177549, 254.98990683229815, 0.7456818177395482, 254.990367818323, 0.7208891005555177, 252.18757278726707, 11.198307822509419, 254.959724378882, 1.7097122097540474, 254.98265236801242, 1.0317950569168706, 254.98653435559007, 0.8836024360140378, 254.98738354037266, 0.8495842893427494, 252.80381405279502, 9.838746991509597, 254.9462829968944, 2.032353501945289, 254.97411199534162, 1.4007278351082715, 254.979255628882, 1.2856830743424947, 254.98039596273293, 1.2572206041746772, 253.46695458074535, 8.351627649613087, 254.9439780667702, 2.1188578418258173, 254.96993885869566, 1.6613218097115412, 254.9735054347826, 1.6024555044069095, 254.97420904503105, 1.590087087617218, 252.81558132763976, 9.719627443953168, 254.94654988354037, 2.1310156983182984, 254.97202542701862, 1.522944544725772, 254.9767565993789, 1.4008521559968798, 254.97775135869566, 1.3734869392111864]"
1FI22S00M-Q11@10.jpg,"[213.0179299301242, 56.62198682685925, 243.9784549689441, 29.54283971779185, 248.95574534161491, 22.768527495651586, 249.84712247670808, 21.169674704732156, 250.05519701086956, 20.778906184549907, 215.52193322981367, 54.036742412726845, 245.24454095496895, 27.77270133483734, 249.37075407608697, 21.743017719706593, 250.12376261645963, 20.357992944297006, 250.29704483695653, 20.024375116294323, 218.58089091614906, 51.30595914559171, 246.32273874223603, 26.124219378796084, 249.75470690993788, 20.900938625211896, 250.37058423913044, 19.762091697322557, 250.5112335015528, 19.490947890302312, 216.12412655279502, 53.64761142294885, 245.3507133152174, 27.364644939744664, 249.48432647515529, 21.327395977235746, 250.2286975931677, 19.942753557635132, 250.39957783385094, 19.607868724877374, 213.92653338509317, 55.914586059258575, 244.13616071428572, 29.09162822089018, 249.0686626552795, 22.337200933262377, 249.95021350931677, 20.74622280859769, 250.1530716226708, 20.356678111346017, 216.0202591226708, 54.11176109095446, 245.12791149068323, 28.435774233784716, 249.20596370341616, 22.669848577000185, 249.94361413043478, 21.35880584063775, 250.1141304347826, 21.041295131161753, 218.46389751552795, 51.973166367938106, 246.016231560559, 27.6321325129261, 249.37747476708074, 22.753825807700423, 249.98464188664596, 21.70804258621532, 250.125, 21.4592773013943, 215.51858501552795, 54.42030484018295, 245.02780473602485, 28.75358392113404, 249.12650427018633, 22.985977534290154, 249.8740780279503, 21.676120366033988, 250.0457104037267, 21.362924902824325]"
1FI22S00U-C11@9.1.jpg,"[242.21998738354037, 34.41893591631854, 252.188106560559, 14.066943405860277, 253.6371554736025, 9.312171275967561, 253.9046729425466, 8.239097439089607, 253.966930318323, 7.979377543684914, 242.88028920807454, 33.351100261589494, 252.32252038043478, 14.04603654691193, 253.57664499223603, 10.092059605572702, 253.80570652173913, 9.247793952023795, 253.8579677795031, 9.04881374902201, 243.73503008540374, 31.89994657074049, 252.516231560559, 13.793233081845113, 253.5451038431677, 10.708148971020508, 253.72030279503105, 10.154784773214189, 253.75968070652175, 10.030091852076687, 242.48117236024845, 33.98154177247211, 252.30417798913044, 14.166390327821102, 253.56529017857142, 10.144547192263456, 253.7964382763975, 9.282501911639493, 253.8485054347826, 9.082630602798725, 241.5592730978261, 35.589280473249254, 252.1959918478261, 14.013084136790809, 253.67665469720498, 9.160292107954232, 253.9448272515528, 8.080865165430373, 254.0050708462733, 7.82423798360554, 242.89055221273293, 32.98846718803913, 252.56497476708074, 12.891139703703011, 253.77443225931677, 8.803366948013794, 253.9923088121118, 7.906646339299572, 254.04226513975155, 7.690269558244281, 244.2902270962733, 30.58491415043913, 252.8126940993789, 12.168229109108951, 253.81436820652175, 8.666057997595264, 253.99830163043478, 7.93548062221835, 254.03993594720498, 7.766347005082291, 243.27401979813664, 32.4455854268914, 252.5583996506211, 12.929462006314601, 253.74881114130434, 8.848396453690189, 253.97151591614906, 7.945766407132715, 254.02336471273293, 7.728802438018015]"
1FI22S00U-I11@10.jpg,"[254.70166925465838, 5.936577905588105, 254.91617333074535, 3.172287329614623, 254.9480541537267, 2.3801624586077126, 254.95540566770185, 2.1927788768295216, 254.95720108695653, 2.1429327747892373, 254.71841032608697, 5.851122413501667, 254.912242818323, 3.325820597154243, 254.93674786490683, 2.709362817533577, 254.94269215838509, 2.5573992887010135, 254.94419642857142, 2.5194683146935994, 254.79799107142858, 4.987771521734517, 254.92777076863354, 2.9393205570683403, 254.94475446428572, 2.5002096472421114, 254.94798136645963, 2.402860816222459, 254.94880628881987, 2.3808667185008066, 254.8191479037267, 4.564421786599222, 254.9411636257764, 2.5751341785001025, 254.9575164984472, 2.097792411435101, 254.96086471273293, 1.9823431746040387, 254.9617866847826, 1.949134908917598, 254.8060219332298, 4.386039049326943, 254.9544836956522, 2.2256849749354517, 254.9697204968944, 1.7040624640855577, 254.9730201863354, 1.5711484137731317, 254.97384510869566, 1.5369084750860385, 254.83542798913044, 3.993822590838166, 254.96719720496895, 1.8445749064035875, 254.9783336568323, 1.4333982456923349, 254.9808326863354, 1.3388896991571948, 254.98146350931677, 1.3133578064281253, 254.85529891304347, 3.89981225011113, 254.96981754658384, 1.771471902015385, 254.97976513975155, 1.4350009005544966, 254.9815605590062, 1.35949032605722, 254.98192449534162, 1.3447001529287574, 254.80131502329192, 4.848715694291404, 254.94841809006212, 2.319243445739241, 254.9703513198758, 1.7547335694817807, 254.9742333074534, 1.636713010327812, 254.9751552795031, 1.606655284308476]"
1FI22S00V-A11@10.jpg,"[247.60905958850933, 23.77033790095145, 254.41551824534162, 6.194442186163828, 254.75431871118013, 3.8347129071287984, 254.80805997670808, 3.3468552818218322, 254.82033676242236, 3.2308343818184393, 248.6576572204969, 21.399358387277893, 254.4471564440994, 6.11342808723996, 254.73439926242236, 4.1428698099473715, 254.78297263198758, 3.747559021132984, 254.79362383540374, 3.6524400649943547, 249.73262810559007, 19.138049404746734, 254.49124126552795, 6.015025582374537, 254.7134850543478, 4.537952301213824, 254.74958753881987, 4.272684746439107, 254.75764266304347, 4.213167293530252, 248.75148000776397, 21.07553829639266, 254.47006017080744, 6.101447010772237, 254.7373107531056, 4.281336744609816, 254.78183229813664, 3.9131072917625236, 254.79173136645963, 3.8205203479471557, 247.7078804347826, 23.510175047325582, 254.4307793090062, 6.2767643422180175, 254.75393051242236, 4.133931733527975, 254.80298913043478, 3.69959089897216, 254.8135918090062, 3.6000925527692114, 248.62948854813664, 21.368286580362444, 254.460330939441, 6.159596843590679, 254.73568517080744, 4.3549299917657365, 254.77938179347825, 3.9989472321658335, 254.7890625, 3.9160261497947584, 249.52389848602485, 19.658522411323982, 254.49240586180125, 5.950640540436582, 254.71705163043478, 4.549360109905719, 254.7501213121118, 4.3225883984908675, 254.75749708850933, 4.274106094224701, 248.48017760093168, 21.83348423186116, 254.4398049301242, 6.119607716451447, 254.73357434006212, 4.1841566211303585, 254.7799155667702, 3.8059064193691436, 254.79054250776397, 3.715037434702958]"
1FI22S017-A11@10.jpg,"[249.7566479037267, 20.195833242982513, 254.67075892857142, 4.380199324726899, 254.8901397515528, 2.4502847589054135, 254.92049204192546, 2.0860425395563826, 254.92689732142858, 2.0038585015784958, 250.31271836180125, 18.454100441460742, 254.74716129658384, 3.7835717997227594, 254.90336277173913, 2.3028014155519565, 254.92582977484471, 2.022991522872367, 254.93073078416148, 1.9592685915759167, 250.9016644021739, 16.710946614372236, 254.7874854425466, 3.4741782096094376, 254.90993788819875, 2.300786017970804, 254.92595108695653, 2.10142893282626, 254.92929930124222, 2.056603762375915, 250.3185413431677, 18.579497069157096, 254.75029114906832, 3.7461354197271195, 254.90756017080744, 2.2879806596859305, 254.928474378882, 2.0196238738277144, 254.93276882763976, 1.9594510280342066, 249.74570555124222, 20.536682580734414, 254.65006308229815, 4.457365373326622, 254.88630628881987, 2.48364815029183, 254.9171195652174, 2.109235922116147, 254.92350058229815, 2.024235663347599, 250.2593410326087, 19.073171780966554, 254.66292216614906, 4.763307755931289, 254.84823854813664, 3.2227180439204286, 254.87400524068323, 2.9292524515073763, 254.87968264751552, 2.8598640620902294, 250.79158579192546, 17.48259013784315, 254.68272030279502, 4.910668242936874, 254.81861413043478, 3.8961179442988234, 254.83698078416148, 3.7613043702966578, 254.8409355590062, 3.7364311110618265, 250.21394604037266, 19.01760216625431, 254.66488742236024, 4.867402866292466, 254.84256114130434, 3.4290776947333743, 254.86980784161491, 3.1600648755085685, 254.87529114906832, 3.101765318443363]"
